name,type,address,location,pname,cityname,adname
瑞幸咖啡(写意创意中心店),餐饮服务;咖啡厅;咖啡厅,四平路1147弄1号楼写意创意中心一层大堂,"121.503882,31.278056",上海市,上海市,杨浦区
瑞幸咖啡(凤城巷店),餐饮服务;咖啡厅;咖啡厅,凤城路5号凤城巷园区内8号楼一层117室,"121.525251,31.274003",上海市,上海市,杨浦区
瑞幸咖啡(同济联合广场店),餐饮服务;咖啡厅;咖啡厅,四平路1388号同济联合广场F1,"121.507177,31.281474",上海市,上海市,杨浦区
瑞幸咖啡(联创设计谷店),餐饮服务;咖啡厅;咖啡厅,控江路1500弄联创设计建筑主楼一层大堂,"121.520868,31.276428",上海市,上海市,杨浦区
瑞幸咖啡(怡富广场店),餐饮服务;咖啡厅;咖啡厅,黄兴路1737号九隆坊生活广场一层140室,"121.519514,31.290710",上海市,上海市,杨浦区
瑞幸咖啡(杨浦复旦科技园店),餐饮服务;咖啡厅;咖啡厅,国泰路11号复旦科技园大厦主楼一层大堂,"121.507794,31.288006",上海市,上海市,杨浦区
瑞幸咖啡(绿色米兰广场店),餐饮服务;咖啡厅;咖啡厅,国权路39号绿色米兰财富国际广场金座一层大堂,"121.518636,31.287535",上海市,上海市,杨浦区
瑞幸咖啡(颐高数码广场店),餐饮服务;咖啡厅;咖啡厅,邯郸路365号颐高数码广场一层,"121.508436,31.297525",上海市,上海市,杨浦区
瑞幸咖啡(上海复旦软件园店),餐饮服务;咖啡厅;咖啡厅,"隆昌路608-4,复旦软件园2号楼一层,一点点奶茶隔壁","121.542808,31.276105",上海市,上海市,杨浦区
瑞幸咖啡(宝龙·旭辉广场店),餐饮服务;咖啡厅;咖啡厅,定海路街道杨浦区环创中心,"121.542312,31.278178",上海市,上海市,杨浦区
瑞幸咖啡(上海国际设计中心店),餐饮服务;餐饮相关场所;餐饮相关,国康路100号上海国际设计中心西楼一层102室,"121.501496,31.287017",上海市,上海市,杨浦区
瑞幸咖啡(复旦大学南苑餐厅店),餐饮服务;咖啡厅;咖啡厅,五角场街道政肃路复旦大学南苑餐厅一层,"121.506161,31.294317",上海市,上海市,杨浦区
瑞幸咖啡(文通国际广场店),餐饮服务;咖啡厅;咖啡厅,贵阳路398号文通国际广场北一层大堂,"121.550171,31.274730",上海市,上海市,杨浦区
Luckin coffee瑞幸咖啡(创智源店),餐饮服务;餐饮相关场所;餐饮相关,政民路20号靠近淞沪路(江湾体育场地铁站7号口旁),"121.512802,31.304061",上海市,上海市,杨浦区
瑞幸咖啡(五角场万达B座写字楼店),餐饮服务;咖啡厅;咖啡厅,淞沪路77号地下一层B1095,"121.513204,31.300625",上海市,上海市,杨浦区
瑞幸咖啡,餐饮服务;咖啡厅;咖啡厅,国定东路与创造路交叉口东北140米,"121.520902,31.297617",上海市,上海市,杨浦区
瑞幸咖啡(合生汇国际中心店),餐饮服务;咖啡厅;咖啡厅,合生汇国际中心写字楼一楼大堂,"121.516754,31.299226",上海市,上海市,杨浦区
瑞幸咖啡(同和国际大厦店),餐饮服务;餐饮相关场所;餐饮相关,国通路133号同和国际大厦4号楼,"121.507945,31.308945",上海市,上海市,杨浦区
瑞幸咖啡(133世界广场店),餐饮服务;餐饮相关场所;餐饮相关,世界路125号绿源天地A座一层,"121.525869,31.321149",上海市,上海市,杨浦区
瑞幸咖啡(国霞路店),餐饮服务;餐饮相关场所;餐饮相关,国霞路保辉国际大厦,"121.505773,31.315474",上海市,上海市,杨浦区
瑞幸咖啡(尚浦中心店),餐饮服务;咖啡厅;咖啡厅,江湾城路99号1层,"121.509811,31.316584",上海市,上海市,杨浦区
瑞幸咖啡(互联网创新园店),餐饮服务;咖啡厅;咖啡厅,逸仙路2816号华滋奔腾大厦,"121.494066,31.336956",上海市,上海市,宝山区
瑞幸咖啡(中设广场店),餐饮服务;咖啡厅;咖啡厅,殷高路1号中设广场1号楼一层大堂,"121.494439,31.321273",上海市,上海市,宝山区
瑞幸咖啡(湾谷科技园店),餐饮服务;餐饮相关场所;餐饮相关,国权北路1688号湾谷科技园B7栋一层大堂,"121.502479,31.341202",上海市,上海市,杨浦区
瑞幸咖啡(星球影棚店),餐饮服务;咖啡厅;咖啡厅,长江路258号C6号星球影棚1层102室,"121.495345,31.348752",上海市,上海市,宝山区
瑞幸咖啡(森兰商都店),餐饮服务;咖啡厅;咖啡厅,启帆路628号森兰商都商场一层1-114室,"121.591244,31.311950",上海市,上海市,浦东新区
瑞幸咖啡(森兰国际店),餐饮服务;咖啡厅;咖啡厅,洲海路999号森兰国际B栋一层101-乙单元,"121.597575,31.317552",上海市,上海市,浦东新区
luckincoffee瑞幸咖啡(万嘉商业广场店),餐饮服务;咖啡厅;咖啡厅,东靖路1881号万嘉商业广场底商,"121.610008,31.293202",上海市,上海市,浦东新区
瑞幸咖啡(外高桥店),餐饮服务;餐饮相关场所;餐饮相关,外高桥保税区台中南路68号远洋财富中心3栋,"121.608002,31.314660",上海市,上海市,浦东新区
瑞幸咖啡(复旦科技园店),餐饮服务;咖啡厅;咖啡厅,加枫路8号外高桥复旦科技园创新中心一层105室,"121.605249,31.315025",上海市,上海市,浦东新区
瑞幸咖啡(星月大厦店),餐饮服务;餐饮相关场所;餐饮相关,淞宝路155弄星月国际商务广场2号楼一层103室,"121.501695,31.379731",上海市,上海市,宝山区
luckin coffee瑞幸咖啡(高帆大厦店),餐饮服务;咖啡厅;咖啡厅,外高桥保税区北马吉路2号高帆大厦一层,"121.587731,31.348071",上海市,上海市,浦东新区
瑞幸咖啡(晓富金融大厦店),餐饮服务;咖啡厅;咖啡厅,新兰路9号晓富金融大厦一层105室,"121.589272,31.351507",上海市,上海市,浦东新区
瑞幸咖啡(恒越荣欣店),餐饮服务;餐饮相关场所;餐饮相关,金钻路828弄恒越荣欣广场5号楼140室,"121.676322,31.280307",上海市,上海市,浦东新区
瑞幸咖啡(江南造船店),餐饮服务;咖啡厅;咖啡厅,江南大道988号江南造船厂江南研究院大楼B1层食堂内,"121.756471,31.352535",上海市,上海市,崇明区
luckincoffee瑞幸咖啡(新城吾悦广场店),餐饮服务;咖啡厅;咖啡厅,建设南路与世纪大道交叉口新城吾悦广场F1,"121.661230,31.788101",江苏省,南通市,启东市
瑞幸咖啡(同丰路店),餐饮服务;餐饮相关场所;餐饮相关,同丰路大上海紫金城南侧约30米,"121.467275,31.273074",上海市,上海市,虹口区
瑞幸咖啡(宝华国际广场店),餐饮服务;餐饮相关场所;餐饮相关,万荣路555号宝华国际商务楼1层,"121.442819,31.279457",上海市,上海市,静安区
瑞幸咖啡(明珠创意园店),餐饮服务;餐饮相关场所;餐饮相关,广纪路615号火车头广场绿车厢一层113号,"121.483439,31.292184",上海市,上海市,虹口区
瑞幸咖啡(锦荣国际大酒店店),餐饮服务;咖啡厅;咖啡厅,共和新路2750号锦荣商务中心一层底商,"121.451403,31.283979",上海市,上海市,静安区
瑞幸咖啡(大宁中心广场店),餐饮服务;咖啡厅;咖啡厅,万荣路700号大宁中心广场C2栋一层114号,"121.442245,31.282319",上海市,上海市,静安区
瑞幸咖啡(多媒体大厦店),餐饮服务;餐饮相关场所;餐饮相关,广中西路757号多媒体大厦服务中心大楼二层,"121.438631,31.278643",上海市,上海市,静安区
瑞幸咖啡(东方环球中心店),餐饮服务;餐饮相关场所;餐饮相关,永和路118弄43号东方环球中心一层102室,"121.446229,31.289254",上海市,上海市,静安区
瑞幸咖啡(钢铁交易大厦店),餐饮服务;咖啡厅;咖啡厅,逸仙路9号上海钢铁交易大厦一层105室,"121.490228,31.293798",上海市,上海市,杨浦区
瑞幸咖啡(上海静安大融城店),餐饮服务;餐饮相关场所;餐饮相关,沪太路1111弄大融城F2,"121.426609,31.280503",上海市,上海市,静安区
瑞幸咖啡(中图蓝桥店),餐饮服务;餐饮相关场所;餐饮相关,广纪路838号中图蓝桥创意园区1幢一层101室,"121.484082,31.294193",上海市,上海市,虹口区
瑞幸咖啡(图书馆大厦店),餐饮服务;咖啡厅;咖啡厅,水电路1376号凉城商办中心一层2室,"121.476097,31.295664",上海市,上海市,虹口区
瑞幸咖啡(宝隆一方大厦店),餐饮服务;餐饮相关场所;餐饮相关,逸仙路158号宝隆一方大厦一层105-2室,"121.488150,31.295738",上海市,上海市,虹口区
瑞幸咖啡(协信星光广场店),餐饮服务;咖啡厅;咖啡厅,江场路1228弄协信星光广场北里一层NL152,"121.458958,31.297900",上海市,上海市,静安区
瑞幸咖啡(市北云立方产业园店),餐饮服务;餐饮相关场所;餐饮相关,万荣路1268号市北云立方产业园A座102室,"121.440552,31.293872",上海市,上海市,静安区
瑞幸咖啡(美邦大楼店),餐饮服务;咖啡厅;咖啡厅,江场西路160号美邦大楼一层101-20室,"121.447105,31.298781",上海市,上海市,静安区
瑞幸咖啡(晋润海棠大厦店),餐饮服务;咖啡厅;咖啡厅,江场西路307号晋润海棠大厦一层,"121.442169,31.297383",上海市,上海市,静安区
瑞幸咖啡(山海大厦店),餐饮服务;餐饮相关场所;餐饮相关,沪太路1717号山海大厦一层大堂,"121.421383,31.286175",上海市,上海市,宝山区
瑞幸咖啡(吉买盛江湾店),餐饮服务;咖啡厅;咖啡厅,逸仙路580号吉买盛商场一层(江湾镇地铁站5号口旁),"121.484653,31.304803",上海市,上海市,虹口区
瑞幸咖啡(共和国际商务广场店),餐饮服务;咖啡厅;咖啡厅,共和新路3699号共和国际商务广场A栋南门一层大堂,"121.450276,31.304304",上海市,上海市,静安区
瑞幸咖啡(乐坊大华店),餐饮服务;咖啡厅;咖啡厅,真北路4288号一层L120号,"121.408467,31.291171",上海市,上海市,宝山区
瑞幸咖啡(昇park店),餐饮服务;餐饮相关场所;餐饮相关,真大路520号昇park创意园3号楼底商,"121.408269,31.296291",上海市,上海市,宝山区
瑞幸咖啡(美丽华百新创意园店),餐饮服务;餐饮相关场所;餐饮相关,殷高路23弄20号美丽华百新创意园A座一层101室,"121.490412,31.321169",上海市,上海市,宝山区
瑞幸咖啡(长江国际生活广场店),餐饮服务;咖啡厅;咖啡厅,殷高西路333长江国际生活广场F1,"121.469716,31.320065",上海市,上海市,宝山区
瑞幸咖啡(宝山沪尚茗居店),餐饮服务;咖啡厅;咖啡厅,江杨南路880号沪尚茗居整体家装体验馆B1栋底商,"121.467381,31.322120",上海市,上海市,宝山区
瑞幸咖啡(万达广场店),餐饮服务;咖啡厅;咖啡厅,一二八纪念路与共和新路辅路交叉口东100米,"121.446235,31.323880",上海市,上海市,宝山区
瑞幸咖啡(骏利财富大厦店),餐饮服务;餐饮相关场所;餐饮相关,共和新路5199号一幢骏利财富大厦一层G区,"121.445343,31.325515",上海市,上海市,宝山区
瑞幸咖啡(中鑫企业广场店),餐饮服务;咖啡厅;咖啡厅,武威路88弄19号中鑫企业广场一层103室,"121.377741,31.278333",上海市,上海市,普陀区
瑞幸咖啡(通河路店),餐饮服务;餐饮相关场所;餐饮相关,通河路红太阳商业广场,"121.445540,31.336957",上海市,上海市,宝山区
瑞幸咖啡(智慧湾店),餐饮服务;咖啡厅;咖啡厅,蕴川路6号智慧湾18号楼一层大堂,"121.432958,31.343858",上海市,上海市,宝山区
瑞幸咖啡(红石科技大楼店),餐饮服务;餐饮相关场所;餐饮相关,蕰川路512号4幢红石科技大楼一层K座,"121.433564,31.352171",上海市,上海市,宝山区
瑞幸咖啡(淞塘路店),餐饮服务;餐饮相关场所;餐饮相关,淞塘路同济创园(长江南路地铁站4号口步行210米),"121.490600,31.333603",上海市,上海市,宝山区
瑞幸咖啡(永谊大厦店),餐饮服务;咖啡厅;咖啡厅,呼兰西路100号永谊大厦8号楼1层,"121.433404,31.338837",上海市,上海市,宝山区
瑞幸咖啡(南翔太茂广场店),餐饮服务;咖啡厅;咖啡厅,丰翔路3168号南翔太茂广场一层,"121.325837,31.299370",上海市,上海市,嘉定区
瑞幸咖啡(松兰路店),餐饮服务;餐饮相关场所;餐饮相关,杨行镇水产路2069号1幢1层1-25,"121.449158,31.369092",上海市,上海市,宝山区
瑞幸咖啡(智慧七立方店),餐饮服务;咖啡厅;咖啡厅,同济支路157号智慧七立方1座一层113-4室,"121.491012,31.378509",上海市,上海市,宝山区
瑞幸咖啡(容基大厦店),餐饮服务;餐饮相关场所;餐饮相关,银翔路1037号容基大厦一层大堂,"121.316046,31.285154",上海市,上海市,嘉定区
瑞幸咖啡(宝山紫荆谷店),餐饮服务;餐饮相关场所;餐饮相关,经地路99弄3座一层103室,"121.399165,31.325311",上海市,上海市,宝山区
瑞幸咖啡(闿和阳光广场店),餐饮服务;餐饮相关场所;餐饮相关,宝杨路3003闿和阳光广场一层,"121.445764,31.377811",上海市,上海市,宝山区
瑞幸咖啡(宝山龙湖天街店),餐饮服务;咖啡厅;咖啡厅,丹霞山路50弄1号宝山龙湖天街A座一层30号,"121.363918,31.357366",上海市,上海市,宝山区
瑞幸咖啡(南翔大润发店),餐饮服务;咖啡厅;咖啡厅,南翔镇沪宜公路1000号一层,"121.305191,31.292070",上海市,上海市,嘉定区
瑞幸咖啡(五彩城店),餐饮服务;咖啡厅;咖啡厅,南翔镇宝翔路801号负一层中岛03-05号,"121.317144,31.311752",上海市,上海市,嘉定区
瑞幸咖啡(环球大厦店),餐饮服务;餐饮相关场所;餐饮相关,沪宜公路1168号环球大厦一层大堂,"121.303459,31.296368",上海市,上海市,嘉定区
瑞幸咖啡(亿博广场店),餐饮服务;餐饮相关场所;餐饮相关,蕴川路1999弄亿博大厦一层11号商铺,"121.429174,31.382551",上海市,上海市,宝山区
瑞幸咖啡(宝杨宝龙广场店),餐饮服务;咖啡厅;咖啡厅,双庆路与宝杨路交叉路口往南约220米宝杨宝龙广场F2,"121.481609,31.395835",上海市,上海市,宝山区
瑞幸咖啡(东鼎国际大厦店),餐饮服务;咖啡厅;咖啡厅,漠河路600号东鼎国际大厦地下广场一层,"121.469355,31.406492",上海市,上海市,宝山区
瑞幸咖啡(绿地中信泰富万达广场店),餐饮服务;餐饮相关场所;餐饮相关,嘉定工业区胜辛路嘉定新城万达广场负一楼绿地超市,"121.254681,31.330733",上海市,上海市,嘉定区
瑞幸咖啡(罗店宝龙广场店),餐饮服务;咖啡厅;咖啡厅,杨南路2211号罗店宝龙广场三层331室,"121.359157,31.388731",上海市,上海市,宝山区
瑞幸咖啡(大融城嘉定店),餐饮服务;餐饮相关场所;餐饮相关,宝安公路3386号大融城商业广场1号楼负一层107-2室,"121.278506,31.329887",上海市,上海市,嘉定区
瑞幸咖啡(太湖世家国际大厦店),餐饮服务;咖啡厅;咖啡厅,德富路1198号太湖世家国际大厦一层大堂,"121.258666,31.347645",上海市,上海市,嘉定区
瑞幸咖啡(科创大厦店),餐饮服务;咖啡厅;咖啡厅,嘉罗公路336号科创大厦一层大堂,"121.262530,31.379335",上海市,上海市,嘉定区
瑞幸咖啡(安亭财富广场店),餐饮服务;咖啡厅;咖啡厅,曹安公路5616号安亭财富广场一层109号,"121.161309,31.289829",上海市,上海市,嘉定区
瑞幸咖啡(百联嘉定购物中心店),餐饮服务;餐饮相关场所;餐饮相关,澄浏中路3128弄3号百联嘉定购物中心1层005A室,"121.278504,31.385410",上海市,上海市,嘉定区
luckin coffee瑞幸咖啡运通大厦店,餐饮服务;咖啡厅;咖啡厅,菊园新区胜辛路运通大厦一楼大厅,"121.225881,31.376907",上海市,上海市,嘉定区
瑞幸咖啡(三德商务广场店),餐饮服务;餐饮相关场所;餐饮相关,墨玉南路1080号三德商务广场一层102号,"121.164098,31.288168",上海市,上海市,嘉定区
Luckin coffee瑞幸咖啡(罗宾森广场店),餐饮服务;咖啡厅;咖啡厅,城中路138号罗宾森广场F1,"121.245000,31.384928",上海市,上海市,嘉定区
瑞幸咖啡(中信广场店),餐饮服务;咖啡厅;咖啡厅,商银路与徐公桥路交叉口西北60米,"121.125203,31.288798",江苏省,苏州市,昆山市
小鹿茶瑞幸咖啡(信业购物中心店),餐饮服务;咖啡厅;咖啡厅,环城路762弄信业购物中心F1,"121.247284,31.396087",上海市,上海市,嘉定区
瑞幸咖啡(昆山绿地杰座店),餐饮服务;餐饮相关场所;餐饮相关,花桥镇绿地大道217号绿地杰座8号楼一层大堂,"121.130149,31.284061",江苏省,苏州市,昆山市
瑞幸咖啡(昆山花桥建滔广场店),餐饮服务;咖啡厅;咖啡厅,花桥镇光明路505号花桥建滔广场B座一层大堂,"121.115688,31.294564",江苏省,苏州市,昆山市
瑞幸咖啡(太仓国贸大厦店),餐饮服务;咖啡厅;咖啡厅,娄东街道上海东路168号1幢107室,"121.134371,31.458622",江苏省,苏州市,太仓市
瑞幸咖啡(昆山中科创新广场店),餐饮服务;咖啡厅;咖啡厅,绿地大道中科创新广场1号楼,"121.069645,31.295706",江苏省,苏州市,昆山市
瑞幸咖啡(昆山国际信息城店),餐饮服务;咖啡厅;咖啡厅,花桥镇金捷路9号国际信息城一层A105室,"121.052902,31.294265",江苏省,苏州市,昆山市
瑞幸咖啡(太仓华旭大厦店),餐饮服务;餐饮相关场所;餐饮相关,人民南路95号华旭大厦一层,"121.108235,31.445302",江苏省,苏州市,太仓市
瑞幸咖啡(昆山世茂购物广场店),餐饮服务;餐饮相关场所;餐饮相关,昆山市开发区前进东路199号1期世茂广场D0L101-1HA号商铺,"121.055753,31.382860",江苏省,苏州市,昆山市
瑞幸咖啡(太仓南洋影城店),餐饮服务;咖啡厅;咖啡厅,人民南路96号南洋广场F1,"121.110867,31.443792",江苏省,苏州市,太仓市
瑞幸咖啡(八一路店),餐饮服务;咖啡厅;咖啡厅,八一路富民街小区西南侧约60米,"121.395816,31.619519",上海市,上海市,崇明区
luckincoffee瑞幸咖啡(百联万达广场店),餐饮服务;咖啡厅;咖啡厅,城桥镇崇明大道8388号万达广场负一楼,"121.417002,31.625782",上海市,上海市,崇明区
瑞幸咖啡(昆山弘基财富广场店),餐饮服务;咖啡厅;咖啡厅,前进路888号弘基财富广场1栋西侧2楼20号,"121.009753,31.384638",江苏省,苏州市,昆山市
瑞幸咖啡(昆山琨华国际广场店),餐饮服务;咖啡厅;咖啡厅,衡山路58号琨华国际商业广场3号楼一层大堂,"120.974912,31.355621",江苏省,苏州市,昆山市
瑞幸咖啡(昆山中茵世贸广场店),餐饮服务;咖啡厅;咖啡厅,玉山镇中山路138号中茵世贸广场写字楼1层大堂,"120.954293,31.382867",江苏省,苏州市,昆山市
瑞幸咖啡(昆山万达广场店),餐饮服务;餐饮相关场所;餐饮相关,周市镇青阳北路238号万达广场一层L1-16室,"120.992635,31.413149",江苏省,苏州市,昆山市
瑞幸咖啡(金鹰国际购物中心昆山店),餐饮服务;咖啡厅;咖啡厅,珠江中路199号金鹰国际购物中心二层大堂,"120.973261,31.376149",江苏省,苏州市,昆山市
瑞幸咖啡(昆山巴比伦国际广场店),餐饮服务;咖啡厅;咖啡厅,人民南路998号巴比伦国际广场14号楼底商,"120.953085,31.359372",江苏省,苏州市,昆山市
瑞幸咖啡(张浦银都广场店),餐饮服务;咖啡厅;咖啡厅,张浦镇银都商业广场1幢9号,"120.934239,31.280859",江苏省,苏州市,昆山市
瑞幸咖啡(昆山保利国际影城店),餐饮服务;咖啡厅;咖啡厅,玉山镇前进西路1850号保利国际影城一层,"120.905848,31.383337",江苏省,苏州市,昆山市
瑞幸咖啡(太仓港港城广场店),餐饮服务;咖啡厅;咖啡厅,港经济技术开发区北环路16号港城广场3号楼一层大堂,"121.206389,31.620697",江苏省,苏州市,太仓市
瑞幸咖啡(玉山海创大厦店),餐饮服务;咖啡厅;咖啡厅,玉山海创大厦c座109,"120.889830,31.399398",江苏省,苏州市,昆山市
瑞幸咖啡(鹿城路店),餐饮服务;咖啡厅;咖啡厅,鹿城路万象汇,"120.929216,31.381517",江苏省,苏州市,昆山市
瑞幸咖啡(梅李店),餐饮服务;咖啡厅;咖啡厅,通江路26号,"120.874757,31.708457",江苏省,苏州市,常熟市
瑞幸咖啡(南通江成研发园店),餐饮服务;咖啡厅;咖啡厅,江城路1088号江成研发园1号楼一层大堂,"120.994924,31.840510",江苏省,南通市,崇川区
瑞幸咖啡(万联购物中心店),餐饮服务;餐饮相关场所;餐饮相关,世纪大道1001号万联购物中心F1,"120.929828,30.818465",浙江省,嘉兴市,嘉善县
瑞幸咖啡(平湖移动当湖路店),餐饮服务;咖啡厅;咖啡厅,当湖东路与新华南路交叉口东南80米,"121.011605,30.686082",浙江省,嘉兴市,平湖市
瑞幸咖啡(西塘景区卧龙桥店),餐饮服务;咖啡厅;咖啡厅,北栅街与环镇北路交叉口东南220米,"120.895178,30.947831",浙江省,嘉兴市,嘉善县
瑞幸咖啡luckin coffee(平湖中心大润发店),餐饮服务;咖啡厅;咖啡厅,当湖街道县后底223号(大润发南门对面),"121.016183,30.701463",浙江省,嘉兴市,平湖市
瑞幸咖啡(恒隆嘉荟城店),餐饮服务;餐饮相关场所;餐饮相关,钟埭街道兴平一路恒隆嘉荟商业广场5号楼一层,"121.005314,30.707315",浙江省,嘉兴市,平湖市
瑞幸咖啡(平湖八佰伴店),餐饮服务;咖啡厅;咖啡厅,当湖街道三港路555号八佰伴商业中心4座一层,"121.044345,30.697213",浙江省,嘉兴市,平湖市
瑞幸咖啡(平湖吾悦广场店),餐饮服务;餐饮相关场所;餐饮相关,南市路811号平湖吾悦广场F1,"121.027666,30.678054",浙江省,嘉兴市,平湖市
瑞幸咖啡(金山华润店),餐饮服务;咖啡厅;咖啡厅,"朱泾镇沈浦泾路28号,50号1幢一楼S24乐购一层","121.174723,30.893493",上海市,上海市,金山区
瑞幸咖啡(奉贤宝龙城市广场店),餐饮服务;咖啡厅;咖啡厅,航南公路5699号奉贤宝龙城市广场负一层45号,"121.463449,30.930003",上海市,上海市,奉贤区
瑞幸咖啡(奉贤南中路文化广场店),餐饮服务;咖啡厅;咖啡厅,南桥镇南中路207号,"121.457055,30.912720",上海市,上海市,奉贤区
瑞幸咖啡(奉贤商学院店),餐饮服务;咖啡厅;咖啡厅,奉浦街道韩村路646号,"121.456592,30.939077",上海市,上海市,奉贤区
瑞幸咖啡(人民南路店),餐饮服务;咖啡厅;咖啡厅,南桥镇人民南路193号底商(一区),"121.461498,30.908249",上海市,上海市,奉贤区
瑞幸咖啡(金山百联购物中心店),餐饮服务;咖啡厅;咖啡厅,卫清西路188号金山百联购物中心广场一层,"121.347646,30.731332",上海市,上海市,金山区
瑞幸咖啡(青浦宝龙广场店),餐饮服务;咖啡厅;咖啡厅,崧雅路158弄25号(汇金路地铁站1号口步行70米),"121.154606,31.162012",上海市,上海市,青浦区
瑞幸咖啡(东方商厦店),餐饮服务;餐饮相关场所;餐饮相关,城中北路158号108室,"121.111930,31.149183",上海市,上海市,青浦区
瑞幸咖啡(时尚谷创意园店),餐饮服务;咖啡厅;咖啡厅,鼎源路618弄时尚谷创意园一层88号101室,"121.168448,31.031137",上海市,上海市,松江区
瑞幸咖啡(北大街店),餐饮服务;咖啡厅;咖啡厅,北大街上海朱家角古镇旅游区,"121.056545,31.111518",上海市,上海市,青浦区
瑞幸咖啡,餐饮服务;咖啡厅;咖啡厅,景唐北路553号,"121.010244,31.258218",江苏省,苏州市,昆山市
瑞幸咖啡(其荟壹號店),餐饮服务;咖啡厅;咖啡厅,青松路1号其荟壹號底商,"121.116755,31.148109",上海市,上海市,青浦区
luckin coffee甪直古镇店,餐饮服务;咖啡厅;咖啡厅,甪直镇晓市路19号100室,"120.869287,31.268359",江苏省,苏州市,吴中区
luckincoffee瑞幸咖啡(上海应用技术大学店)(暂停营业),餐饮服务;咖啡厅;咖啡厅,海湾旅游区海泉路100号教师公寓一层,"121.505607,30.840721",上海市,上海市,奉贤区
瑞幸咖啡,餐饮服务;咖啡厅;咖啡厅,学海路上海师范大学,"121.514083,30.837148",上海市,上海市,奉贤区
瑞幸咖啡(上师大奉贤校区店),餐饮服务;咖啡厅;咖啡厅,学生宿舍4号楼东北角,"121.516665,30.838261",上海市,上海市,奉贤区
瑞幸咖啡(临港宝龙城市广场店),餐饮服务;咖啡厅;咖啡厅,鸿音路3155弄128号临港宝龙广场F1,"121.815504,30.906300",上海市,上海市,浦东新区
瑞幸咖啡(建桥学院店),餐饮服务;餐饮相关场所;餐饮相关,临港新城镇方竹路1177号建桥学院北食堂三层,"121.891691,30.893651",上海市,上海市,浦东新区
瑞幸咖啡(上海电机学院店),餐饮服务;咖啡厅;咖啡厅,南汇新城镇橄榄路1350号上海电机学院图书馆三层,"121.885330,30.887060",上海市,上海市,浦东新区
瑞幸咖啡(上飞公司浦东店),餐饮服务;咖啡厅;咖啡厅,上飞路919号浦东基地A02工程技术大楼一层大堂,"121.854648,31.084027",上海市,上海市,浦东新区
瑞幸咖啡(漕河泾汉桥文化科技园店),餐饮服务;咖啡厅;咖啡厅,九亭镇研展路455号漕河泾汉桥文化科技园2幢一层大堂,"121.324439,31.100735",上海市,上海市,松江区
luckin coffee瑞幸咖啡(企德天地店),餐饮服务;咖啡厅;咖啡厅,方塔北路605号企德天地一层大堂,"121.247335,31.020995",上海市,上海市,松江区
瑞幸咖啡(鹿都国际广场店),餐饮服务;咖啡厅;咖啡厅,松汇中路568号鹿都商业广场A座底商,"121.234658,31.004635",上海市,上海市,松江区
瑞幸咖啡(开元地中海店),餐饮服务;咖啡厅;咖啡厅,新松江路927弄开元地中海商业广场二层(满记甜品对面),"121.218181,31.038268",上海市,上海市,松江区
瑞幸咖啡(友喜高科技园区店),餐饮服务;餐饮相关场所;餐饮相关,文翔东路58号友喜高科技园区6幢一层,"121.268911,31.038622",上海市,上海市,松江区
瑞幸咖啡(企福天地店),餐饮服务;咖啡厅;咖啡厅,松卫北路665号企福天地一层大堂,"121.261719,31.023350",上海市,上海市,松江区
瑞幸咖啡(松江万达店),餐饮服务;咖啡厅;咖啡厅,广富林路658号万达广场负一层,"121.244360,31.057138",上海市,上海市,松江区
瑞幸咖啡(嘉和商务中心店),餐饮服务;咖啡厅;咖啡厅,文诚路358弄6号嘉和商务中心店一层大堂,"121.218305,31.033328",上海市,上海市,松江区
